participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,answer,parameters_imagelinks
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":12,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","difference","completed","undefined","undefined","undefined","100.00","dsafasd","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_1","completed","undefined","undefined","undefined","100.00","dfssdfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":11,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","difference","completed","undefined","undefined","undefined","100.00","sdfsfad","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_1","completed","undefined","undefined","undefined","100.00","sdafasfd","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_2","completed","undefined","undefined","undefined","100.00","sdffsad","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":26,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","difference","completed","undefined","undefined","undefined","100.00","sdfasdfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_1","completed","undefined","undefined","undefined","100.00","dsfsdfad","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":5,""keydown"":5,""keyup"":5,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","difference","completed","undefined","undefined","undefined","100.00","dsfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_1","completed","undefined","undefined","undefined","100.00","dsfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","difference","completed","undefined","undefined","undefined","100.00","dsfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_1","completed","undefined","undefined","undefined","100.00","dfs","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","difference","completed","undefined","undefined","undefined","100.00","dsaf","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_1","completed","undefined","undefined","undefined","100.00","sdfa","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","difference","completed","undefined","undefined","undefined","100.00","dsfadfasdf","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_1","completed","undefined","undefined","undefined","100.00","asdfsfdsfd","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_2","completed","undefined","undefined","undefined","100.00","","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_3","completed","undefined","undefined","undefined","100.00","","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":7,""keyup"":6,""mousemove"":12,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","difference","completed","undefined","undefined","undefined","100.00","dsafsdfafsd","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_1","completed","undefined","undefined","undefined","100.00","adsfadsfasdf","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_2","completed","undefined","undefined","undefined","100.00","","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_3","completed","undefined","undefined","undefined","100.00","","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":15,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","difference","completed","undefined","undefined","undefined","100.00","sdafasdfasdf","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_1","completed","undefined","undefined","undefined","100.00","dsfadsfafadsfd","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":8,""keyup"":8,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","difference","completed","undefined","undefined","undefined","100.00","sdafsadfsdaf","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_1","completed","undefined","undefined","undefined","100.00","asdfasdfasdf","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_2","completed","undefined","undefined","undefined","100.00","","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_3","completed","undefined","undefined","undefined","100.00","","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":24,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","difference","completed","undefined","undefined","undefined","100.00","sdaadsffds","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_1","completed","undefined","undefined","undefined","100.00","asdfdsfsdfdfs","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":6,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","difference","completed","undefined","undefined","undefined","100.00","asddsfasdf","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_1","completed","undefined","undefined","undefined","100.00","sdfadsfdfsafds","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_2","completed","undefined","undefined","undefined","100.00","","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_3","completed","undefined","undefined","undefined","100.00","","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":8,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","difference","completed","undefined","undefined","undefined","100.00","dasfsdfsdfa","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_1","completed","undefined","undefined","undefined","100.00","sdfadfsadfsadfs","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_2","completed","undefined","undefined","undefined","100.00","","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_3","completed","undefined","undefined","undefined","100.00","","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":7,""mousemove"":15,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","difference","completed","undefined","undefined","undefined","100.00","asddsafdsf","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_1","completed","undefined","undefined","undefined","100.00","dasfadsfdsfdsf","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":8,""keydown"":8,""keyup"":7,""mousemove"":14,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","difference","completed","undefined","undefined","undefined","100.00","cvxzcxvzcvxz","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_1","completed","undefined","undefined","undefined","100.00","xczvczx","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_2","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_3","completed","undefined","undefined","undefined","100.00","","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":5,""keydown"":6,""keyup"":6,""mousemove"":12,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction2","20","","completed","undefined","undefined","undefined","100.00","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction2","20","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice2","21","chosen_image","completed","undefined","undefined","undefined","100.00","b","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice2","21","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice1","22","chosen_image","completed","undefined","undefined","undefined","100.00","b","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice1","22","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction3","23","","completed","undefined","undefined","undefined","100.00","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction3","23","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_3","24","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex1_sliders/sameside1.png,labeling/sliders/ex1_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_3","24","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_1","25","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_1","25","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label4","26","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/outside_labeling/base4.png,labeling/outside_labeling/with_outside4.png"
"05178a09-cb69-4128-8559-a51258854df1","label4","26","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_3","27","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/sliders/ex1_sliders/hor2.png,labeling/sliders/ex1_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_3","27","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_2","28","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/spring/spring_label_2.png,labeling/spring/spring_label_1.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_2","28","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_3","29","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/sliders/ex2_sliders/sameside1.png,labeling/sliders/ex2_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_3","29","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_2","30","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/sliders/ex1_sliders/hor2.png,labeling/sliders/ex1_sliders/no_slider.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_2","30","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_2","31","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_2","31","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_3","32","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/circles/circle_3.png,labeling/outside_labeling/circles/circle_1.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_3","32","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_1","33","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_1","33","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_2","34","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex2_sliders/hor2.png,labeling/sliders/ex2_sliders/no_slider.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_2","34","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label1","35","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/base1.png,labeling/outside_labeling/with_outside1.png"
"05178a09-cb69-4128-8559-a51258854df1","label1","35","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_3","36","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex2_sliders/hor1.png,labeling/sliders/ex2_sliders/hor2.png"
"05178a09-cb69-4128-8559-a51258854df1","slider2_1_3","36","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_2","37","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/circles/circle_2.png,labeling/outside_labeling/circles/circle_3.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_1_2","37","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label2","38","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/outside_labeling/base2.png,labeling/outside_labeling/with_outside2.png"
"05178a09-cb69-4128-8559-a51258854df1","label2","38","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_3","39","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/spring/spring_label_1.png,labeling/spring/spring_label_3.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_3","39","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label3","40","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/outside_labeling/base3.png,labeling/outside_labeling/with_outside3.png"
"05178a09-cb69-4128-8559-a51258854df1","label3","40","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_1","41","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/sameside1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_1","41","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_1","42","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/spring/spring_label_2.png,labeling/spring/spring_label_3.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_1","42","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_1","43","chosen_image","completed","undefined","undefined","undefined","100.00","b","labeling/outside_labeling/circles/small_1.png,labeling/outside_labeling/circles/small_2.png"
"05178a09-cb69-4128-8559-a51258854df1","circle_2_1","43","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider2_2_2","44","chosen_image","completed","undefined","undefined","undefined","100.00","a","labeling/sliders/ex2_sliders/no_slider.png,labeling/sliders/ex2_sliders/sameside_hor.png"
