participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_imagelinks
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dsfsafd","undefined","2053","2053","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2053","2053","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2053","2053","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex4","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":12,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsafasd","undefined","2008","2008","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dfssdfa","undefined","2008","2008","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2008","2008","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2008","2008","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex3","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":11,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","sdfsfad","undefined","3673","3673","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","sdafasfd","undefined","3673","3673","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","sdffsad","undefined","3673","3673","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","3673","3673","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex2","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":26,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","sdfasdfa","undefined","2462","2462","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dsfsdfad","undefined","2462","2462","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2462","2462","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2462","2462","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex7","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":5,""keydown"":5,""keyup"":5,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsfa","undefined","2778","2778","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dsfa","undefined","2778","2778","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2778","2778","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2778","2778","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex11","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsfa","undefined","2077","2077","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dfs","undefined","2077","2077","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2077","2077","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2077","2077","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex6","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsaf","undefined","2448","2448","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","sdfa","undefined","2448","2448","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2448","2448","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2448","2448","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex5","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsfadfasdf","undefined","2322","2322","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","asdfsfdsfd","undefined","2322","2322","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2322","2322","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2322","2322","ex15/left.png,ex15/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex15","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":7,""keyup"":6,""mousemove"":12,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dsafsdfafsd","undefined","2482","2482","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","adsfadsfasdf","undefined","2482","2482","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2482","2482","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2482","2482","ex12/ex12_remade1.png,ex12/ex12_remade2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex12b","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":15,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","sdafasdfasdf","undefined","2544","2544","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dsfadsfafadsfd","undefined","2544","2544","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2544","2544","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2544","2544","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex9","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":8,""keyup"":8,""mousemove"":12,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","sdafsadfsdaf","undefined","4977","4977","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","asdfasdfasdf","undefined","4977","4977","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","4977","4977","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","4977","4977","ex14/left.png,ex14/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex14","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":24,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","sdaadsffds","undefined","2573","2573","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","asdfdsfsdfdfs","undefined","2573","2573","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2573","2573","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2573","2573","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex1","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":6,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","asddsfasdf","undefined","2780","2780","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","sdfadsfdfsafds","undefined","2780","2780","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2780","2780","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2780","2780","ex13/left.png,ex13/right.png"
"05178a09-cb69-4128-8559-a51258854df1","ex13","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":8,""mousemove"":13,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","dasfsdfsdfa","undefined","2573","2573","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","sdfadfsadfsadfs","undefined","2573","2573","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2573","2573","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2573","2573","ex16/before.png,ex16/after_2.png"
"05178a09-cb69-4128-8559-a51258854df1","ex16b","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":7,""keydown"":7,""keyup"":7,""mousemove"":15,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","asddsafdsf","undefined","2331","2331","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","dasfadsfdsfdsf","undefined","2331","2331","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2331","2331","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2331","2331","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex12","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":8,""keydown"":8,""keyup"":7,""mousemove"":14,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","difference","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Describe the difference between the second image compared to the first image.","cvxzcxvzcvxz","undefined","2435","2435","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_1","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","Desribe how you would transform the first image into the second image in three or less steps","xczvczx","undefined","2435","2435","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_2","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2435","2435","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","transform_3","completed","undefined","undefined","undefined","100.00","Look at the image carefully, then answer the questions below.","","","undefined","2435","2435","undefined"
"05178a09-cb69-4128-8559-a51258854df1","ex10","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":5,""keydown"":6,""keyup"":6,""mousemove"":12,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction2","20","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","1677","1677","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction2","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice2","21","chosen_image","completed","undefined","undefined","undefined","100.00","After performing the action 'Straigten nodes' would you expect the machine to produce image A, B or C?","Select one:","b","undefined","1946","1946","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice2","21","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice1","22","chosen_image","completed","undefined","undefined","undefined","100.00","After performing the action 'Pivot around node X anti-clockwise' what would be the more appropriate outcome, image A or B?","Select one:","b","undefined","1154","1154","undefined"
"05178a09-cb69-4128-8559-a51258854df1","choice1","22","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction3","23","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","1265","1265","undefined"
"05178a09-cb69-4128-8559-a51258854df1","introduction3","23","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_3","24","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","13647","13647","labeling/sliders/ex1_sliders/sameside1.png,labeling/sliders/ex1_sliders/sameside_hor.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_2_3","24","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_1","25","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1590","1590","labeling/sliders/ex1_sliders/no_slider.png,labeling/sliders/ex1_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_1","25","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","label4","26","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","a","undefined","2133","2133","labeling/outside_labeling/base4.png,labeling/outside_labeling/with_outside4.png"
"05178a09-cb69-4128-8559-a51258854df1","label4","26","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_3","27","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1017","1017","labeling/sliders/ex1_sliders/hor2.png,labeling/sliders/ex1_sliders/hor1.png"
"05178a09-cb69-4128-8559-a51258854df1","slider1_1_3","27","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"05178a09-cb69-4128-8559-a51258854df1","spring_2","28","chosen_image","completed","undefined","undefined","undefined","100.00","Choose the picture your prefer","Select one:","b","undefined","1464","1464","labeling/spring/spring_label_2.png,labeling/spring/spring_label_1.png"
"05178a09-cb69-4128-8559-a51258854df1","spring_2","28","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
